Date,Home Team,Away Team,Home Elo,Away Elo
9/11/2016,ARI,NE,1612.613224,1605.421756
9/12/2016,WSH,PIT,1496.281878,1591.358562
9/12/2016,SF,LAR,1437.344601,1479.228037
9/15/2016,BUF,NYJ,1500.740369,1515.030562
9/18/2016,NYG,NO,1476.797051,1454.831622
9/18/2016,CLE,BAL,1378.491453,1493.566054
9/18/2016,NE,MIA,1619.107407,1435.158797
9/18/2016,CAR,SF,1628.166234,1468.453557
9/18/2016,DET,TEN,1521.479744,1336.819172
9/18/2016,PIT,CIN,1619.619578,1585.591465
9/18/2016,WSH,DAL,1468.020862,1438.068825
9/18/2016,HOU,KC,1519.851305,1627.854663
9/18/2016,ARI,TB,1598.927573,1442.84037
9/18/2016,LAR,SEA,1448.119081,1638.138049
9/18/2016,OAK,ATL,1463.561137,1455.2291
9/18/2016,DEN,IND,1642.526189,1465.675476
9/18/2016,LAC,JAX,1431.660272,1378.907771
9/18/2016,MIN,GB,1579.793454,1592.252174
9/19/2016,CHI,PHI,1429.85403,1503.873937
9/22/2016,NE,HOU,1626.303972,1543.672081
9/25/2016,CAR,MIN,1639.867791,1591.30097
9/25/2016,BUF,ARI,1477.935469,1612.949698
9/25/2016,JAX,BAL,1358.330406,1508.577312
9/25/2016,GB,DET,1580.744658,1508.844396
9/25/2016,NYG,WSH,1486.862808,1446.714746
9/25/2016,MIA,CLE,1427.962233,1363.480195
9/25/2016,CIN,DEN,1570.401369,1652.239463
9/25/2016,TEN,OAK,1349.45452,1437.575581
9/25/2016,SEA,SF,1610.387258,1456.752001
9/25/2016,TB,LAR,1428.818244,1475.869872
9/25/2016,PHI,PIT,1530.769911,1634.809674
9/25/2016,KC,NYJ,1604.033887,1537.835462
9/25/2016,IND,LAC,1455.962202,1452.237637
9/25/2016,DAL,CHI,1459.374941,1402.958056
9/26/2016,NO,ATL,1444.765865,1481.214657
9/29/2016,CIN,MIA,1546.179366,1439.791214
10/2/2016,JAX,IND,1350.298256,1468.521575
10/2/2016,ATL,CAR,1510.144506,1604.283676
10/2/2016,WSH,CLE,1461.641194,1351.651214
10/2/2016,NE,BUF,1645.006625,1512.266757
10/2/2016,BAL,OAK,1516.609462,1456.786317
10/2/2016,HOU,TEN,1524.969428,1330.243784
10/2/2016,CHI,DET,1385.914564,1496.605915
10/2/2016,NYJ,SEA,1519.184766,1622.443485
10/2/2016,TB,DEN,1409.82087,1676.461466
10/2/2016,LAC,NO,1439.678263,1415.836016
10/2/2016,SF,DAL,1444.695773,1476.418432
10/2/2016,ARI,LAR,1578.618411,1494.867247
10/2/2016,PIT,KC,1595.578155,1622.684582
10/3/2016,MIN,NYG,1626.885085,1471.93636
10/6/2016,SF,ARI,1421.565875,1554.387303
10/9/2016,DET,PHI,1480.597821,1570.00143
10/9/2016,CLE,NE,1339.336303,1597.852882
10/9/2016,BAL,WSH,1506.729013,1473.956105
10/9/2016,MIN,HOU,1637.713627,1531.782406
10/9/2016,PIT,NYJ,1625.381853,1498.200614
10/9/2016,MIA,TEN,1425.819707,1323.430806
10/9/2016,IND,CHI,1449.070162,1401.922658
10/9/2016,DEN,ATL,1689.766414,1540.593607
10/9/2016,OAK,LAC,1466.666766,1430.647306
10/9/2016,DAL,CIN,1499.548331,1560.150872
10/9/2016,LAR,BUF,1519.098354,1559.4205
10/9/2016,GB,NYG,1592.983138,1461.107818
10/10/2016,CAR,TB,1573.834575,1396.515922
10/13/2016,LAC,DEN,1421.14172,1654.090142
10/16/2016,NO,CAR,1424.866973,1548.86559
10/16/2016,BUF,SF,1586.333487,1401.479877
10/16/2016,DET,LAR,1488.098557,1492.185367
10/16/2016,TEN,CLE,1364.781913,1325.504997
10/16/2016,CHI,JAX,1389.184605,1369.749669
10/16/2016,WSH,PHI,1499.90433,1562.500694
10/16/2016,NYG,BAL,1451.810773,1480.780788
10/16/2016,MIA,PIT,1384.468599,1638.843553
10/16/2016,NE,CIN,1611.684188,1533.466445
10/16/2016,OAK,KC,1476.172352,1592.880884
10/16/2016,SEA,ATL,1643.427637,1576.269878
10/16/2016,GB,DAL,1602.280183,1526.232758
10/16/2016,HOU,IND,1516.913609,1461.808215
10/17/2016,ARI,NYJ,1574.473301,1484.738915
10/20/2016,GB,CHI,1562.20308,1380.25844
10/23/2016,LAR,NYG,1481.036981,1466.009543
10/23/2016,PHI,MIN,1541.872674,1652.582424
10/23/2016,MIA,BUF,1429.877857,1598.050644
10/23/2016,TEN,IND,1372.21403,1453.034368
10/23/2016,CIN,CLE,1516.612848,1318.07288
10/23/2016,DET,WSH,1499.246944,1520.53235
10/23/2016,KC,NO,1616.472731,1441.507906
10/23/2016,JAX,OAK,1378.675835,1452.580506
10/23/2016,NYJ,BAL,1467.025225,1466.582018
10/23/2016,ATL,LAC,1569.66868,1455.609887
10/23/2016,SF,TB,1389.76272,1421.484906
10/23/2016,PIT,NE,1593.434295,1628.537786
10/23/2016,ARI,SEA,1592.186991,1650.028835
10/24/2016,DEN,HOU,1619.621975,1525.687456
10/27/2016,TEN,JAX,1351.391328,1350.626281
10/30/2016,CIN,WSH,1525.313849,1508.640794
10/30/2016,CAR,ARI,1532.224658,1591.872858
10/30/2016,HOU,DET,1509.980123,1511.1385
10/30/2016,IND,KC,1473.85707,1623.518678
10/30/2016,BUF,NE,1579.30899,1655.891549
10/30/2016,TB,OAK,1453.634934,1480.630059
10/30/2016,NO,SEA,1434.461959,1650.342968
10/30/2016,CLE,NYJ,1309.371879,1484.390463
10/30/2016,DEN,LAC,1635.329308,1477.856173
10/30/2016,ATL,GB,1547.422395,1572.108062
10/30/2016,DAL,PHI,1566.309861,1570.568448
10/31/2016,CHI,MIN,1370.353458,1623.88665
11/3/2016,TB,ATL,1431.676379,1553.442847
11/6/2016,BAL,PIT,1449.21678,1566.080532
11/6/2016,KC,JAX,1644.281432,1329.250405
11/6/2016,MIA,NYJ,1448.61951,1493.546761
11/6/2016,MIN,DET,1584.678444,1494.602504
11/6/2016,CLE,DAL,1300.215581,1581.96887
11/6/2016,NYG,PHI,1487.852005,1554.909439
11/6/2016,SF,NO,1357.612693,1461.564527
